DATAFLOW,LAST UPDATE,freq,unit,emp_cont,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,HU,2015,9.6,b
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,HU,2016,8.5,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,HU,2017,7.9,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,HU,2018,7.5,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,HU,2019,7.3,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,HU,2020,6.4,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IE,2011,10.0,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IE,2012,10.3,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IE,2013,10.0,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IE,2014,9.4,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IE,2015,8.6,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IE,2016,8.8,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IE,2017,12.1,b
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IE,2018,16.4,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IE,2019,17.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IE,2020,15.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IS,2011,31.1,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IS,2012,33.9,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IS,2013,31.7,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IS,2014,31.7,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IS,2015,33.8,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IS,2016,30.4,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IS,2017,29.1,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IS,2018,26.8,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IS,2019,27.8,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IS,2020,26.1,b
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IT,2011,5.9,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IT,2012,7.0,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IT,2013,6.4,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IT,2014,9.0,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IT,2015,7.8,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IT,2016,9.3,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IT,2017,8.9,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IT,2018,9.0,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IT,2019,9.1,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,IT,2020,8.0,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LT,2011,9.4,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LT,2012,8.7,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LT,2013,9.4,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LT,2014,8.8,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LT,2015,9.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LT,2016,9.4,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LT,2017,9.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LT,2018,10.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LT,2019,10.7,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LT,2020,10.5,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LU,2011,16.4,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LU,2012,16.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LU,2013,16.4,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LU,2014,16.7,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LU,2015,21.7,b
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LU,2016,19.9,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LU,2017,20.6,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LU,2018,20.9,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LU,2019,22.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LU,2020,18.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LV,2011,8.9,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LV,2012,10.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LV,2013,9.3,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LV,2014,8.3,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LV,2015,8.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LV,2016,9.6,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LV,2017,10.0,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LV,2018,8.3,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LV,2019,9.9,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,LV,2020,8.6,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,ME,2011,1.0,u
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,ME,2012,2.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,ME,2013,3.4,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,ME,2014,4.0,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,ME,2015,4.7,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,ME,2016,4.6,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,ME,2017,3.5,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,ME,2018,4.4,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,ME,2019,3.9,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,ME,2020,2.6,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,MK,2011,5.1,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,MK,2012,6.1,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,MK,2013,4.8,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,MK,2014,4.3,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,MK,2015,3.7,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,MK,2016,3.7,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,MK,2017,2.8,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,MK,2018,2.7,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,MK,2019,3.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,MK,2020,3.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,MT,2011,10.6,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,MT,2012,12.0,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,MT,2013,12.8,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,MT,2014,12.3,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,MT,2015,11.0,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,MT,2016,11.4,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,MT,2017,15.5,b
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,MT,2018,15.7,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,MT,2019,16.8,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,MT,2020,16.3,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,NL,2011,26.0,b
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,NL,2012,25.8,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,NL,2013,27.0,b
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,NL,2014,27.3,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,NL,2015,27.9,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,NL,2016,27.7,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,NL,2017,28.0,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,NL,2018,27.8,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,NL,2019,28.3,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,NL,2020,27.0,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,NO,2011,23.8,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,NO,2012,25.7,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,NO,2013,26.1,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,NO,2014,25.1,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,NO,2015,25.3,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,NO,2016,24.8,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,NO,2017,25.3,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,NO,2018,24.8,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,NO,2019,24.5,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,NO,2020,21.0,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,PL,2011,8.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,PL,2012,8.3,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,PL,2013,7.8,b
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,PL,2014,7.0,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,PL,2015,6.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,PL,2016,6.3,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,PL,2017,6.4,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,PL,2018,8.9,b
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,PL,2019,7.6,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,PL,2020,5.9,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,PT,2011,13.1,b
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,PT,2012,12.1,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,PT,2013,11.1,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,PT,2014,11.1,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,PT,2015,11.3,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,PT,2016,11.3,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,PT,2017,11.4,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,PT,2018,11.8,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,PT,2019,12.1,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,PT,2020,11.4,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,RO,2011,2.3,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,RO,2012,1.8,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,RO,2013,2.5,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,RO,2014,2.0,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,RO,2015,1.8,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,RO,2016,1.5,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,RO,2017,1.4,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,RO,2018,1.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,RO,2019,1.6,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,RO,2020,1.1,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,RS,2011,4.0,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,RS,2012,4.1,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,RS,2013,4.9,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,RS,2014,5.3,b
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,RS,2015,6.0,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,RS,2016,6.7,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,RS,2017,5.7,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,RS,2018,5.1,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,RS,2019,5.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,RS,2020,4.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SE,2011,27.0,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SE,2012,28.8,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SE,2013,30.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SE,2014,31.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SE,2015,31.5,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SE,2016,31.4,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SE,2017,32.0,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SE,2018,32.8,b
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SE,2019,36.3,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SE,2020,29.7,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SI,2011,22.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SI,2012,18.6,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SI,2013,16.8,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SI,2014,15.9,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SI,2015,16.0,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SI,2016,15.9,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SI,2017,16.4,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SI,2018,15.6,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SI,2019,14.6,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SI,2020,11.0,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SK,2011,5.0,b
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SK,2012,3.9,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SK,2013,3.9,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SK,2014,3.9,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SK,2015,4.0,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SK,2016,3.7,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SK,2017,4.4,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SK,2018,5.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SK,2019,4.4,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,SK,2020,3.3,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,TR,2011,8.2,
ESTAT:TRNG_LFS_05$DEFAULTVIEW(1.0),09/03/22 11:00:00,A,PC,TOTAL,T,Y18-64,TR,2012,9.0,
